"artist_id","artist_name"
2211,"Buck 65"
31852,"D’boi"
359899,"My Favorite"
748,"Goodie Mob"
2398,"Sefyu"
1040742,"FrostyDaSnowMann"
14724,"Niro"
19217,"Vald"
506,"Tech N9ne"
15879,"Svinkels"
1073,"Juicy J"
1397,"Giggs"
14833,"Grems"
25823,"JeanJass"
624449,"Lala &ce"
14857,"Ateyaba"
322537,"Def Ill"
338781,"<U+200B>eden dillinger"
82423,"Crave Moore"
816411,"STIKSTOF"
662639,"Roughrider of Love"
839194,"REZMA"
355177,"Nik & Jay"
156314,"MC Smook"
17313,"Furax"
56003,"Fedez"
38506,"DEF"
69675,"Poisonous Poets"
52816,"Hermanos Herméticos"
342393,"Mwuana"
382666,"Restiform Bodies"
40875,"SuparDejen"
16751,"Chance the Rapper"
665851,"Doug E. Fresh & The Get Fresh Crew"
401,"UGK"
1155818,"TrenchMobb"
41645,"Loud Lary Ajust"
244,"The Roots"
7386,"Tedashii"
1154527,"Les Louanges"
335710,"PNL"
273978,"The Avalanches"
1436,"MC Ren"
15237,"Sadek"
21,"Wu-Tang Clan"
1619,"Bliss n Eso"
977708,"Yung Gravy"
22878,"La Gale"
14542,"Foreign Beggars"
451,"RJD2"
1329610,"31 FAM"
14880,"GDP"
21929,"Edgar Wasser"
3190,"Arrested Development"
49397,"Cakes da Killa"
1872052,"Yung Ro"
257,"Waka Flocka Flame"
1244151,"<U+0413><U+0440><U+043E><U+0442> (Grot)"
202,"Big Daddy Kane"
6942,"Jovanotti"
37257,"La Smala"
59876,"A Perfect Circle"
62686,"DJ Hamida"
1518076,"Frosti"
1482089,"Trevon"
370900,"Gnaw"
1632,"Tory Lanez"
28131,"Samiyam"
10202,"Skandaali"
4050,"Immortal"
123523,"Pooh"
12283,"Cool Calm Pete"
64904,"High Society Collective"
13063,"Nekfeu"
45855,"Damso"
11650,"Lacrim"
13325,"Gims"
15427,"Alkpote"
14388,"Bigflo & Oli"
1282,"Booba"
1877,"Sinik"
1794306,"Larry"
276476,"SCH"
20065,"Hayce Lemsi"
2252,"Disiz La Peste"
54307,"Brulux"
1303,"La Fouine"
15330,"S.Pri Noir"
11574,"113"
14799,"Set&Match"
638160,"Maes"
1273,"Kery James"
1073333,"ElGrandeToto"
38498,"Senamo"
33146,"Kraantje Pappie"
1375,"Mister You"
153477,"Josman"
1487900,"Young Ellens"
1261,"Sexion d’Assaut"
1152268,"F430"
14366,"Demi Portion"
653543,"4Keus Gang"
75161,"Roméo Elvis"
1062279,"Ashafar"
1212452,"<U+200B>DA Uzi"
797875,"Rémy"
639298,"Caballero & JeanJass"
41763,"Davodka"
1207099,"Zikxo"
671323,"Les Alchimistes"
13319,"LIM"
13158,"Swift Guad"
13062,"Alpha Wann"
1286,"OrelSan"
159762,"Nessyou"
68618,"Take A Mic"
1507,"Sniper"
104281,"Kikesa"
1080562,"ZeGuerre"
1770,"IAM"
35421,"Jok’Air"
1908,"Rohff"
13280,"Ärsenik"
15808,"El Matador"
15230,"Smoker"
1432665,"Lauwtje"
15706,"Fixpen Sill"
14348,"Busta Flex"
1541767,"Saturn Citizen"
1497306,"2TH"
13259,"Doums"
644626,"BRESOM GANG"
235193,"Sopico"
2156,"Scred Connexion"
16030,"Taïro"
35369,"Mani Deïz"
12091,"1995"
1076782,"D. Ace"
40899,"Nakk Mendosa"
327448,"Djadja & Dinaz"
12085,"Sofiane"
212473,"PSO Thug"
182217,"Lacraps"
21842,"Caballero"
63888,"Freeze Corleone"
1752601,"Klem Schen"
19118,"Kacem Wapalek"
2015456,"1PLIKÉ140"
162014,"Lesram"
2200,"Tandem"
265169,"Hooss"
1460453,"Smeels"
1885033,"Le Croc"
14071,"Deen Burbigo"
14693,"Kaaris"
14072,"2zer"
12438,"Joey Starr"
1602610,"Chaman & Sully"
74111,"Hamza"
1474324,"Luv Resval"
184460,"Twinsmatic"
181176,"Tengo John"
563477,"DTF"
325596,"Klam"
1975876,"Leonis"
13211,"Pit Baccardi"
23907,"Alpha 5.20"
14415,"A2H"
1109794,"Vicaoc"
20585,"Octobre Rouge"
94448,"Makala"
1136567,"Lyonzon"
147321,"Hatik"
54250,"Unité 2 Feu"
2038275,"Djeez"
15408,"Al Peco"
119116,"Skifies"
14855,"Greg Frite"
1159944,"Zamdane"
1582596,"La Cour de Récré"
1981692,"Tiaz"
1844470,"YKM"
16272,"Still Fresh"
1875,"H Magnum"
1222047,"MadeInParis"
458078,"Tout Simplement Noir"
12691,"MC Jean Gab’1"
1040167,"Lbenj"
13247,"La Caution"
55345,"Yoshi Di Original"
223210,"TonyToxik"
22601,"Jack Parow"
1098200,"Squidji"
1108941,"GHUA"
36905,"Arco"
17534,"Mysa"
120450,"Semano"
15227,"Grödash"
1693092,"Faroush"
386384,"Soan"
17041,"Falcko"
612071,"Sysa"
2189491,"Rejui"
1961,"Akhenaton"
11686,"Admiral T"
161494,"Taf Lathos"
1279288,"Above The Hood"
1058067,"YoungstaCPT"
974,"N.W.A"
966758,"Pietju Bell"
2034457,"Lil starss"
9110,"Fila Fresh Crew"
1937263,"Agent Sasco (Assassin)"
1047886,"Supajey"
26623,"Fifty Grand"
1887406,"Rammenos Assos"
38749,"12os Pithikos"
659449,"Phyrosun"
41579,"SZA"
234809,"Siboy"
49114,"MRC"
315143,"Columbine"
72710,"Gradur"
266775,"Night Skinny"
41670,"La Secte Phonétik"
1215518,"Moha La Squale"
21841,"Georgio"
123,"Dr. Dre"
178,"Aesop Rock"
314635,"Bosh"
339757,"Sfera Ebbasta"
20190,"Casseurs Flowters"
592670,"Kalash Criminel"
11464,"Mafia K’1 Fry"
1038122,"Capital Bra"
1183,"Curren$y"
336947,"Jonna Fraser"
15855,"Psy 4 de la Rime"
1285728,"4Keus"
1037345,"MKN"
13640,"Guizmo"
62687,"Lartiste"
13508,"Sneazzy"
1431,"Soprano"
4,"Lil Wayne"
1247708,"FouKi"
13061,"L’Entourage"
1684,"Youssoupha"
24580,"Caparezza"
14877,"Nemir"
234413,"Niska"
18906,"Dadju"
16138,"Lomepal"
13956,"Jazzy Bazz"
217263,"IZI"
1242021,"Heuss L’enfoiré"
13711,"Alonzo"
1017857,"SahBabii"
17296,"Darryl Zeuja"
128813,"PLK"
14186,"Azealia Banks"
327072,"13 Block"
14523,"Odezenne"
246691,"Franglish"
308564,"Laylow"
19547,"Népal"
30616,"5 Majeur"
223,"Common"
14336,"Fababy"
20,"Ghostface Killah"
932965,"L’Ordre Du Périph"
15056,"TSR Crew"
21869,"Mister V"
17103,"Scylla"
146430,"Aladin 135"
12437,"TLF"
29529,"Noyz Narcos"
1947,"Oxmo Puccino"
15360,"Futur Proche"
14019,"Leck"
686,"Earl Sweatshirt"
1583,"French Montana"
102956,"Gambino"
1577142,"Calboy"
21894,"A$AP Mob"
2248,"Tunisiano"
492,"Big Sean"
984017,"Naps"
19139,"Shy Glizzy"
39014,"Propaganda"
649966,"Kekra"
534620,"OmenXIII"
17439,"Saké"
92,"Nicki Minaj"
2197,"Future"
302570,"Eazy Mac"
23358,"Dark Time Sunshine"
721,"Tinie Tempah"
651046,"Singapuras Satins"
7845,"Manafest"
2145,"Goldie Lookin Chain"
471,"Royce da 5'9"""
2207,"Shwayze"
6085,"Funkoars"
1116,"Chop"
36756,"Edavardi"
12651,"Captain Dan and the Scurvy Crew"
2279092,"Kezhman"
1514822,"Chanje"
1528223,"Kreisais Krasts"
72,"Kanye West"
46060,"Rich Gang"
13616,"Jacquees"
1203919,"Cream Soda"
14266,"André 3000"
1264477,"Krúbi"
1277050,"City Girls"
939,"Freddie Gibbs"
117,"Trina"
1125545,"GSPD"
2318,"Sir Michael Rocks"
453,"Asher Roth"
46,"Snoop Dogg"
15131,"Suspekt"
233193,"<U+041A><U+0440><U+043E><U+0432><U+043E><U+0441><U+0442><U+043E><U+043A> (Krovostok)"
1216247,"<U+200B>cøzybøy"
1000149,"ACOT"
2011,"Casey Veggies"
26127,"Johnyboy"
25496,"Capital STEEZ"
671938,"Lil Boom"
191,"Too $hort"
23413,"Jake Miller"
1181,"The-Dream"
352137,"Jowell Y Randy"
651,"Mac Dre"
278,"Jeremih"
1692,"Kool Keith"
170668,"El Hass"
609495,"Derek Pope"
1088358,"<U+041B><U+0435><U+0432><U+0430><U+043D> <U+0413><U+043E><U+0440><U+043E><U+0437><U+0438><U+044F> (L’One)"
331400,"Kash Doll"
2017,"Dr. Jeckyll & Mr. Hyde"
678023,"Alex Lahey"
29707,"Tiffany Foxx"
56562,"<U+200B>sElf"
209454,"Amerigo Gazaway"
230384,"Aunty Donna"
1264,"MF Grimm"
82619,"MAJ"
1045193,"Alia Zin"
31186,"JUJ"
21663,"Osyris"
201989,"Chris Crack"
1445,"U.S.D.A."
155482,"Mine"
2564,"Reef the Lost Cauze"
157122,"Jazz Anderson"
385913,"Reegs"
1777335,"<U+0427><U+043E><U+0434><U+0436> (Choj)"
1276,"Mike Dreams"
346956,"Chad da Don"
1654566,"Feldy"
1268239,"Lil mop"
75960,"Mads Veslelia"
568025,"Black Josh"
3288,"NB Ridaz"
685,"Tyler, The Creator"
12417,"A$AP Rocky"
639521,"A Boogie wit da Hoodie"
44080,"Migos"
130,"Drake"
1421,"Kendrick Lamar"
566912,"Rich Brian"
20185,"Travis Scott"
11353,"ScHoolboy Q"
13,"Gucci Mane"
1631,"Kid Ink"
326362,"Post Malone"
25561,"Tinashe"
289976,"Playboi Carti"
25005,"Ty Dolla $ign"
1319,"Meek Mill"
656173,"YoungBoy Never Broke Again"
89,"Rihanna"
571062,"Ugly God"
214301,"NF"
20503,"Young Thug"
59,"2Pac"
11395,"G-Eazy"
25418,"August Alsina"
2,"JAY-Z"
47131,"PARTYNEXTDOOR"
1426407,"Lil Tjay"
1450,"YG"
150,"Madvillain"
1069179,"Bhad Bhabie"
388683,"YFN Lucci"
158,"DJ Khaled"
610968,"Lil Yachty"
80125,"Kehlani"
1237094,"Juice WRLD"
310,"Wiz Khalifa"
325757,"Roy Woods"
2210460,"YN Jay"
132,"Usher"
569059,"DJ Luke Nasty"
1090746,"<U+041F><U+043E><U+0448><U+043B><U+0430><U+044F> <U+041C><U+043E><U+043B><U+043B><U+0438> (Poshlaya Molly)"
1517491,"Roddy Ricch"
70110,"RM"
1422,"Danny Brown"
2525,"Macklemore & Ryan Lewis"
430404,"21 Savage"
30192,"Kevin Gates"
14313,"Lady Leshurr"
287,"Mike Jones"
1186883,"03 Greedo"
617327,"NAV"
172184,"Stitches"
20742,"K CAMP"
1125517,"Megan Thee Stallion"
230,"Cassidy"
39248,"KSI"
162126,"Kodak Black"
7922,"Logic"
21964,"Lil Durk"
26447,"Trailerpark"
217208,"Lil Uzi Vert"
1739,"Odd Future"
853,"B.o.B"
2588,"Jon Connor"
11593,"Jay Park"
989525,"Comethazine"
327802,"MHD"
44083,"Pink Guy"
64930,"GoldLink"
805,"Miley Cyrus"
10270,"Lil Jay"
157081,"RV"
216609,"Fetty Wap"
91049,"Gunna"
2032,"Die Antwoord"
848,"LL Cool J"
186576,"XXL"
637876,"<U+200B>lil aaron"
86,"Birdman"
24823,"Rich Homie Quan"
2035,"G-Unit"
63194,"Ari Lennox"
3,"Fabolous"
20456,"Jarren Benton"
16808,"Chief Keef"
34513,"Mick Jenkins"
22001,"Isaiah Rashad"
436,"Ray J"
1308,"Hopsin"
645,"Chingy"
396,"Wale"
124,"Das Racist"
35355,"Ronny J"
1581117,"Northmane"
26577,"Aminé"
78740,"Xavier Wulf"
182,"Yelawolf"
329,"Beastie Boys"
2071,"Hollywood Undead"
179961,"Ivan B"
9450,"Pretty Ricky"
1876620,"Teejayx6"
57349,"Attila"
17985,"Black Hippy"
173100,"IDK"
1186936,"MASTAMIIND"
5841,"Roc Marciano"
207952,"Shane Reis"
1455661,"Uzuhan"
1970559,"Crasa"
307,"RZA"
356739,"Polvo"
59079,"Trzeci Wymiar"
1474400,"Dollypran"
309616,"L’Morphine"
23667,"Gérard Baste"
1881510,"Larsky"
6896,"Josh Martinez"
402752,"Ramson Badbonez"
8855,"Mr. Lucci"
1269,"KRS-One"
3781,"Outsidaz"
4185,"Busdriver"
12176,"Doomtree"
23184,"Jam Baxter"
70398,"Mayor"
1473145,"Bawal Clan"
413,"Chiddy Bang"
12074,"Fard"
530957,"Carmon"
648911,"Artigeardit"
654236,"Shadow030"
816644,"Hooligan Chase"
1180,"Mann"
234440,"Keith Ape"
685063,"Kamakaze"
1275450,"Fried Rice"
7184,"KJ-52"
396531,"Ski Mask the Slump God"
41168,"SiR"
396565,"XXXTENTACION"
14666,"Iamsu!"
547,"Killer Mike"
540864,"Yella Beezy"
12011,"Prinz Pi"
12061,"Diam’s"
25523,"Hiob"
644559,"Danju"
45026,"OK KID"
54462,"NANE"
11839,"Olli Banjo"
29847,"Def Bond"
3403,"Oral Bee"
103377,"Jesse Jagz"
5204,"MadChild"
124103,"Glow Mechanics"
172364,"Jamal Gasol"
13460,"Serengeti"
178366,"Azzi Memo"
331386,"LX & Maxwell"
12199,"Rittz"
31522,"Milonair"
1591403,"Hemso"
47589,"Lil Dicky"
669519,"Samra"
20442,"KC Rebell"
979243,"Enima"
547530,"18 Karat"
1003312,"Kalazh44"
16503,"Koriass"
31792,"Kontra K"
2167399,"Sarhad"
224838,"Ocean Wisdom"
27169,"Umse"
14485,"Animus"
19125,"Celo & Abdi"
81663,"Mert"
511574,"Waving The Guns"
42789,"Blokkmonsta"
576899,"ApoRed"
29160,"Mosh36"
12216,"Maeckes"
50299,"Kianush"
39121,"Ruffiction"
38977,"Hamad 45"
31772,"Cr7z"
190989,"EnteTainment"
17975,"Sinan-G"
31628,"Sat l’Artificier"
35295,"MC Bogy"
13434,"Silla"
15167,"Wafande"
29157,"Dú Maroc"
205226,"Mason Family"
18533,"AchtVier"
110477,"GGN"
79129,"Moop Mama"
204982,"Culcha Candela"
26604,"Disarstar"
29396,"Ali As"
209826,"King Khalil"
40358,"Organismen"
343802,"Apartment 26"
1981,"Audio Push"
318,"Big Boi"
1194,"Soulja Boy"
1038275,"Diddi Trix"
21702,"Fabri Fibra"
43525,"Mund de Carlo"
18331,"PA Sports"
12639,"Liquit Walker"
3121,"Anotha Level"
1304,"K.I.Z."
9425,"Potluck"
1137251,"Musso"
647101,"Muna (Rap)"
64193,"F L A C O"
15462,"Rekman"
653386,"Ceingy"
15329,"Genetikk"
673285,"JPEGMAFIA"
12077,"Kollegah"
576466,"Falz"
13995,"Emicida"
375,"Ne-Yo"
1236,"Teyana Taylor"
15156,"Malk de Koijn"
34418,"Froggy Fresh"
147406,"Sens Unik"
693078,"Soolking"
60891,"Di-Meh"
614475,"$ubjectz"
318025,"ICEKIID"
1401609,"Fergy53"
55802,"Geule Blansh"
1030539,"MC Don King"
206,"Jae Millz"
81,"AZ"
8200,"Teriyaki Boyz"
12302,"L’Algérino"
163454,"Bocaseca"
22799,"Jokeren"
1553660,"JACK VON CRACK"
180343,"Phunk B"
1958629,"N.E.D.Z"
6971,"Koopsta Knicca"
18463,"La Canaille"
7388,"Trip Lee"
2091802,"Fredz"
186968,"FaYme"
1614464,"Lil Darkie"
288,"Bun B"
1332545,"HipGnostic"
2008581,"Blahza"
270,"Gudda Gudda"
1720,"Watsky"
1322,"Company Flow"
18755,"Zeroh"
5770,"Eligh"
69811,"Myka 9"
19898,"Akira The Don"
16163,"Lucio Bukowski"
32598,"DF"
17450,"Droogz Brigade"
2381550,"STRALL"
1401,"Lecrae"
1967,"Shurik’n"
248362,"Rainmen"
145917,"JGivens"
20192,"Espiiem"
65900,"Jamel Mektoub"
239947,"Kossi"
270307,"404"
2053400,"Noir Lotus"
665231,"Horseck"
10657,"Sweatshop Union"
2349193,"JDA"
1730036,"Wombo Combo"
36706,"Le Bon Nob"
357988,"Candiria"
26793,"Rejjie Snow"
14642,"Jedi"
6791,"South Park Mexican"
1029316,"Dutchavelli"
959257,"ITSOKTOCRY"
4844,"PackFM"
1438744,"Young Zion 6600"
1548940,"REASON"
14520,"Cecil Otter"
196,"Lloyd"
134885,"Emmure"
148853,"Freshmaker"
1138724,"70th Street Carlos"
1310077,"Two:22"
306248,"Rozz Dyliams"
14598,"Iggy Azalea"
14282,"Sun Diego"
2444,"Pimp C"
149272,"Corbin"
13046,"Carnage"
225,"De La Soul"
12404,"Action Bronson"
521,"The Pharcyde"
32397,"G Herbo"
1178600,"Blu & Exile"
377,"Geto Boys"
640,"King Los"
12012,"Hail Mary Mallon"
496,"Eazy-E"
453240,"Chloe x Halle"
25680,"<U+200B>blackbear"
1236061,"Digga D"
25054,"Jez Dior"
683879,"Quadeca"
339543,"Young M.A"
198,"Jay Electronica"
7847,"M.anifest"
2424,"Deuce"
5536,"Drapht"
48185,"<U+200B>gnash"
26968,"Money Man"
186,"Ice Cube"
99899,"GAWVI"
58513,"YGTUT"
14577,"The Internet"
6927,"Jungle Brothers"
14692,"Jazz Cartier"
33767,"Kat Dahlia"
646175,"Server Uraz"
1089374,"916frosty"
260188,"Oliver Francis"
6591,"Body Count"
12910,"OverDoz."
3978,"Boyz N Da Hood"
1150575,"Tahribad-i Isyan"
4842,"Hilltop Hoods"
14378,"Da$H"
29780,"Mustard"
11606,"Axe Murder Boyz"
2458,"Bizzy Bone"
14381,"Nitty Scott"
1791422,"Malaki"
142,"Master P"
63001,"Ghetto Phénomène"
17191,"Selena Gomez & The Scene"
179,"Joe Budden"
78857,"Bloods & Crips"
1511294,"TOKYO’S REVENGE"
17966,"DCVDNS"
16771,"Dylan Owen"
1012,"Del The Funky Homosapien"
656157,"Darnell Williams"
946,"Killah Priest"
1728942,"<U+200C>sewerperson"
1001,"Natasha Bedingfield"
168641,"Çagri Sinci"
42547,"Saian"
536744,"BRY"
52318,"K.A.A.N."
640257,"Yung Pinch"
43046,"Kojey Radical"
26248,"Bishop Nehru"
1605138,"Lil Revive"
74729,"Ivy Sole"
440718,"Goody Grace"
455,"Lil B"
1381491,"Jericho Jackson"
327,"Elzhi"
1049535,"Upchurch"
1002172,"6 Dogs"
206479,"Ivan Ooze"
83,"Fat Joe"
641467,"Triple One"
400191,"Kojaque"
1009989,"Khary"
1552,"Rucka Rucka Ali"
365152,"ORANGE RANGE"
229234,"MISOGI"
1080723,"<U+200B>love-sadKiD"
10279,"Schoolly D"
129,"Junior M.A.F.I.A."
367,"Masta Ace"
6016,"Freestyle Fellowship"
8975,"Nappy Roots"
19364,"Atreyu"
82,"Diddy"
1617,"Baby Bash"
484387,"Tabby"
20922,"Sam Lachow"
960604,"Lange Ritch"
3807,"The Grouch"
1240551,"Jaxxon D. Silva"
3961,"Heltah Skeltah"
812,"Rhymefest"
1300201,"Softheart"
553902,"Sevn Alias"
25477,"Colt Ford"
1004411,"Sam Wise"
3045,"K-Rino"
10595,"Stack$"
203,"Public Enemy"
505,"Yukmouth"
588,"Z-Ro"
1066601,"Jakey"
1225,"C-Bo"
1554,"Salt-N-Pepa"
475,"Pac Div"
3161,"Latee"
3355,"Silkk the Shocker"
12455,"Eko Fresh"
32774,"Euroz"
4776,"Kottonmouth Kings"
1472054,"Marlowe"
76930,"Tkay Maidza"
1030726,"Parris Chariz"
16890,"Greydon Square"
337010,"Tedy Andreas"
247003,"POL1Z1STENS0HN a.k.a. Jan Böhmermann"
654,"Mike Posner"
18731,"Jonwayne"
832,"Black Cobain"
6365,"Ka"
44259,"NNAMDÏ"
300826,"Quilly"
736,"Diggy"
49554,"Shad da God"
636053,"Trellion"
614478,"Lil Jairmy"
11851,"Shabazz Palaces"
1821,"Professor Elemental"
1644,"One Be Lo"
580791,"Bouncer"
9506,"Promoe"
1111358,"PmBata"
645071,"Y2"
1561550,"NorthsideBenji"
23853,"Theory Hazit"
2140726,"838"
1990480,"YAWR"
95334,"FRD"
74840,"Max Taylor"
96831,"Mello Music Group"
1652380,"Consey"
13691,"DOOMSTARKS"
579477,"The Low Mays"
526635,"Tads Thots"
484708,"Navy Blue"
24568,"Suprême NTM"
130986,"Kempi"
123481,"DeM atlaS"
3415,"Choclair"
26128,"Sarkodie"
1810134,"Bolesna Braca"
1153103,"Crimeapple"
1013431,"Renz Young"
33313,"M.A.P"
966759,"Killer Kamal"
1581,"Linkin Park"
988514,"Scarlxrd"
790419,"Lord Esperanza"
220274,"Wicca Phase Springs Eternal"
640453,"$ilkMoney"
6522,"Spit Syndicate"
324095,"36 Crazyfists"
994900,"Muppy"
266,"Everlast"
1047604,"HKFiftyOne"
985521,"Jase Harley"
1191624,"Tom MacDonald"
17085,"Cartel de Santa"
4726,"Conejo"
76476,"Hungria Hip Hop"
1051759,"Aura da Prophet"
47353,"Flade"
617667,"<U+200B>mysticphonk"
1755279,"Devours"
1435,"Transplants"
4440,"Ceschi"
578562,"Jaxx"
334508,"Famous Dex"
344445,"Root"
1503202,"Qual"
383140,"Renne Dang"
384267,"Rua"
569723,"Tedua"
7072,"Kausion"
1463016,"Adam Killx"
372,"Fugees"
218802,"Abou Debeing"
1050741,"Pineapple StormTV"
643,"Pusha T"
556414,"Vegas Jones"
24422,"Oxxxymiron"
85,"T.I."
18047,"Joey Bada$$"
1251588,"GNAR"
35857,"Montana of 300"
6424,"Handsome Boy Modeling School"
1181389,"M Huncho"
1358,"<U+200B>Keys"
126734,"Rap Box"
654889,"Cranio Randagio"
351342,"Aries"
21798,"Victoria Monét"
14035,"Andy Mineo"
2412,"Mac Tyer"
32862,"Gemitaiz"
251,"Mobb Deep"
1639,"Wiley"
2758,"KMD"
652529,"Ernia"
20063,"Volts Face"
2455,"Rim’K"
1089,"Hieroglyphics"
1041767,"Jay Critch"
940,"The Lonely Island"
13291,"Terrace Martin"
263426,"Crooked I"
1348,"Akala"
657311,"Duwap Kaine"
59686,"Fritz Da Cat"
221964,"Hornet La Frappe"
337,"T-Pain"
23310,"Token"
32863,"En?gma"
1180658,"Justin Rarri"
1152503,"Yung Bleu"
1144902,"9TAILS"
1508,"Nessbeal"
1262771,"L2B Gang"
33882,"Salmo"
173,"Slaughterhouse"
3107,"Twiztid"
406,"Young Dro"
520371,"Thouxanbanfauni"
70,"MF DOOM"
847,"Kool G Rap"
176,"Black Thought"
1014901,"Tommy Cash"
11106,"Calle 13"
118352,"Jaykae"
512,"Jedi Mind Tricks"
328725,"Rexx Life Raj"
1190,"Domo Genesis"
11620,"Skizzy Mars"
645667,"K. Forest"
307456,"Willie Peyote"
574368,"Mafia Spartiate"
1938,"Hocus Pocus"
632700,"AJ Tracey"
999756,"Oliver"
208474,"Cassper Nyovest"
936,"Kardinal Offishall"
14532,"Rizzle Kicks"
648965,"Pressa"
27864,"Azizi Gibson"
432,"Chris Webby"
19232,"UBI"
299788,"Slimka"
1093943,"ZOTiYAC"
107113,"Portavoz"
2336,"Racionais MC’s"
2223,"Dosseh"
25539,"Mach Five"
1056,"Large Professor"
67,"Jeezy"
26333,"Canserbero"
16010,"West"
305806,"67"
1601480,"Lil Force"
6412,"KYLE"
1043,"Bizarre"
18184,"Fresku"
78,"Juelz Santana"
32364,"Nyck Caution"
408114,"Bazanji"
1326,"Organized Konfusion"
1780,"ILL BILL"
351975,"Kool G. Rap & DJ Polo"
14628,"Ro Ransom"
20761,"OGSwaggerdick"
673390,"AM"
2531,"People Under the Stairs"
515495,"Jorrdee"
1353,"Blueprint"
388,"Talib Kweli"
19457,"Cal Scruby"
27525,"Valete"
224608,"Nerone"
20616,"Kenza Farah"
20721,"Dre Murray"
13333,"Fonky Family"
19497,"Chill Bump"
27305,"Club Dogo"
58821,"Jazz Liberatorz"
3280,"Frankie J"
345005,"DSA Commando"
92079,"Prince Waly"
1111303,"Mona Haydar"
12598,"Hendersin"
407357,"Rasty Kilo"
